,geometry,class,tavg,prec,tmax,tmin,vapr,wind,split
1925,POINT (41.353944104442164 3.274359210615655),0,27.16667,24.75,32.858337,21.483332,2.0616665,2.5500002,test
1926,POINT (36.34134481905524 -1.738240074771274),0,23.724998,35.916668,29.899996,17.533335,1.7824998,2.916667,test
1927,POINT (38.60509933503643 2.465875454908086),0,26.174997,25.833334,30.950003,21.366667,2.0124998,2.4416668,test
1928,POINT (37.634918828187345 -1.172301445775975),0,21.375,57.416668,27.183334,15.591668,1.7325001,2.991667,test
1929,POINT (34.481832180927825 -0.040424187785379),0,21.799997,139.08333,27.749998,15.841667,1.7908334,2.591667,test
1930,POINT (38.443402583894915 -0.768059567922191),0,23.691666,52.583332,28.900002,18.508333,2.0,2.4916668,test
1931,POINT (35.53286106334767 -0.28296931449765),0,14.616668,117.75,20.749998,8.491667,1.2016667,2.3083336,test
1932,POINT (37.715767203758105 2.789268957191114),0,27.175001,19.666666,32.9,21.449997,2.0416665,2.2916667,test
1933,POINT (36.179648067913725 0.040424187785378),0,17.258333,87.666664,24.416666,10.108334,1.3941666,2.3750002,test
1934,POINT (40.62630872430535 -0.28296931449765),0,27.866669,30.583334,32.483334,23.225,2.38,2.8083334,test
1935,POINT (40.868853851017626 3.67860108846944),0,25.883331,24.0,31.666666,20.108334,1.9641668,2.4583333,test
1936,POINT (41.19224735330065 -1.899936825912788),0,27.074999,66.583336,30.291666,23.841667,2.7608335,3.908333,test
1937,POINT (37.14982857476281 -1.980785201483545),0,19.599998,44.666668,25.341667,13.875001,1.5883332,3.0083334,test
1938,POINT (38.443402583894915 -3.67860108846944),0,22.800001,58.5,27.991667,17.641666,2.0233333,3.0,test
1939,POINT (41.1113989777299 2.950965708332628),0,27.291666,26.416666,33.066666,21.508333,2.0941668,2.7416668,test
1940,POINT (36.988131823621295 -1.33399819691749),0,19.916666,54.583332,26.208334,13.633332,1.5375,2.9750001,test
1941,POINT (38.2817058327534 2.304178703766572),0,25.658335,27.5,30.941666,20.375,1.9825001,2.4083335,test
1942,POINT (39.413583090744 -0.040424187785379),0,27.425003,27.416666,32.600002,22.258333,2.2024999,2.5583332,test
1943,POINT (40.788005475446866 3.597752712898683),0,25.533335,24.833334,31.200003,19.841665,1.9425,2.45,test
1944,POINT (38.8476444617487 -1.495694948059003),0,26.099998,54.083332,31.116669,21.100002,2.19,2.5916665,test
1945,POINT (37.23067695033356 -0.687211192351434),0,20.891666,90.75,26.858332,14.891667,1.6724998,2.825,test
1946,POINT (35.04777080992313 -0.040424187785379),0,22.008333,110.083336,28.349998,15.7,1.7175001,2.3,test
1947,POINT (39.57527984188552 1.819088450342031),0,27.775,26.916666,33.50833,22.074999,2.11,2.5583336,test
1948,POINT (35.290315936635395 0.202120938926892),0,17.133333,106.166664,23.450003,10.8166685,1.3433334,2.408333,test
1949,POINT (34.80522568321086 0.687211192351434),0,19.583336,126.666664,25.941666,13.208333,1.6008334,2.1833332,test
1950,POINT (38.2817058327534 -3.840297839610955),0,22.308332,58.583332,27.649996,16.975,1.9741665,3.1083336,test
1951,POINT (40.62630872430535 -1.495694948059003),0,27.483332,48.916668,31.591667,23.358332,2.5608335,2.95,test
1952,POINT (39.89867334416854 -1.172301445775975),0,27.608335,37.166668,32.399998,22.824999,2.4225,2.3999999,test
1953,POINT (37.79661557932886 -3.112662459474143),0,22.341667,57.833332,28.275002,16.433332,1.8933331,2.8999999,test
1954,POINT (39.251886339602486 -2.6275722060496),0,26.133333,64.583336,31.058332,21.216665,2.2975,2.3749998,test
1955,POINT (35.45201268777691 -0.687211192351434),0,15.883334,112.583336,21.608332,10.125,1.3141667,2.3583333,test
1956,POINT (38.76679608617795 -3.355207586186413),0,24.491667,69.583336,29.858337,19.108332,2.1625,2.716667,test
1957,POINT (35.61370943891843 -0.28296931449765),0,13.441667,108.083336,19.433332,7.4166665,1.1241666,2.3833334,test
1958,POINT (34.1584386786448 4.082842966323224),0,24.950003,46.916668,31.475,18.391666,1.9474999,2.2333333,test
1959,POINT (38.92849283731946 2.6275722060496),0,26.208334,26.916666,31.33333,21.091665,2.0041666,2.5333335,test
1960,POINT (36.179648067913725 0.282969314497649),0,18.941668,83.833336,25.941666,11.95,1.4758333,2.3999999,test
1961,POINT (35.61370943891843 2.708420581620357),0,26.741669,25.416666,33.391666,20.09167,1.8974999,2.2583334,test
1962,POINT (37.06898019919205 0.040424187785378),0,16.241667,66.666664,23.583334,8.925,1.4066666,2.4083335,test
1963,POINT (38.36255420832416 3.031814083903384),0,25.941666,27.333334,31.358335,20.516665,1.9566666,2.45,test
1964,POINT (35.04777080992313 1.414846572488246),0,21.541666,79.583336,28.033333,15.033334,1.7191668,2.3999999,test
1965,POINT (36.58388994576751 -0.444666065639163),0,11.983334,109.5,17.933332,6.025,1.1433333,2.1666667,test
1966,POINT (38.8476444617487 -3.193510835044899),0,24.683334,72.833336,29.875,19.475,2.17,2.5833333,test
1967,POINT (36.26049644348448 -0.687211192351434),0,15.083333,63.333332,21.975,8.175,1.2716666,2.4749997,test
1968,POINT (37.39237370147508 -1.980785201483545),0,21.083334,57.0,26.741663,15.433333,1.7191668,3.1166666,test
1969,POINT (38.68594771060719 0.76805956792219),0,26.400002,29.666666,32.25,20.558334,2.0791671,2.275,test
1970,POINT (41.51564085558368 3.67860108846944),0,28.133331,22.416666,34.108334,22.141668,2.1016667,2.6083333,test
1971,POINT (39.65612821745627 -1.253149821346732),0,27.324997,38.75,32.19167,22.441668,2.3716667,2.3916667,test
1972,POINT (36.66473832133826 0.52551444120992),0,17.566664,54.416668,25.191666,9.974999,1.395,2.0666668,test
1973,POINT (36.26049644348448 0.040424187785378),0,14.283334,81.0,21.133333,7.441666,1.2200001,2.2,test
1974,POINT (39.251886339602486 2.385027079337329),0,26.783333,26.833334,32.458332,21.133333,2.0416667,2.525,test
1975,POINT (36.74558669690902 1.57654332362976),0,20.366667,42.5,26.841667,13.875,1.6108335,2.2833335,test
1976,POINT (38.76679608617795 0.444666065639163),0,25.758333,31.75,31.300001,20.208334,2.0608335,2.266667,test
1977,POINT (38.12000908161189 -3.67860108846944),0,22.808334,52.333332,28.416664,17.199999,1.9741665,3.1416664,test
1978,POINT (34.88607405878161 0.444666065639163),0,19.766665,150.16667,26.033333,13.508334,1.6083335,2.4666667,test
1979,POINT (41.43479248001292 -1.657391699200518),0,26.641668,58.083332,29.824999,23.458334,2.71,3.958333,test
1980,POINT (37.95831233047038 -1.253149821346732),0,21.05,69.25,26.625,15.508335,1.7416668,3.0166667,test
1981,POINT (40.22206684645157 3.274359210615655),0,25.641665,26.75,31.158333,20.116665,1.9491668,2.6750002,test
1982,POINT (35.45201268777691 0.282969314497649),0,15.550002,100.583336,21.866667,9.25,1.2383333,2.3666666,test
1983,POINT (39.57527984188552 0.687211192351434),0,28.283333,26.333334,34.108334,22.466665,2.2116668,2.4583333,test
1984,POINT (37.634918828187345 -3.516904337327926),0,23.441668,44.583332,28.633333,18.233332,1.9883332,2.9999998,test
1985,POINT (36.098799692342965 -0.848907943492948),0,11.783334,100.083336,17.783335,5.7916665,1.0866667,2.0416667,test
1986,POINT (41.19224735330065 3.274359210615655),0,27.050001,24.916666,32.891666,21.225,2.05,2.6083333,test
1987,POINT (40.949702226588386 -1.172301445775975),0,27.383331,43.25,31.449999,23.325003,2.5141666,2.908333,test
1988,POINT (40.949702226588386 -1.33399819691749),0,27.150002,48.5,31.050001,23.283333,2.5541668,2.8583333,test
1989,POINT (38.60509933503643 -2.465875454908087),0,25.175001,62.833332,30.133331,20.233332,2.1516666,2.5666668,test
1990,POINT (35.371164312206155 -0.848907943492948),0,17.116667,99.333336,23.433332,10.8,1.3683332,2.3750002,test
1991,POINT (37.79661557932886 -3.193510835044899),0,22.491667,58.916668,28.483332,16.466667,1.8991667,2.95,test
1992,POINT (39.89867334416854 -3.355207586186413),0,25.0,74.25,28.6,21.383333,2.5525,3.575,test
1993,POINT (38.92849283731946 -4.406236468606252),0,24.08333,67.083336,28.700003,19.5,2.3266668,2.875,test
1994,POINT (38.2817058327534 1.414846572488246),0,26.558332,27.583334,32.600002,20.525,2.0600002,2.2583334,test
1995,POINT (36.26049644348448 -1.819088450342031),0,25.233332,29.083334,31.500002,18.96667,1.9025,2.716667,test
1996,POINT (35.04777080992313 -0.040424187785379),0,22.008333,110.083336,28.349998,15.7,1.7175001,2.3,test
1997,POINT (38.443402583894915 -1.010604694634462),0,24.483332,59.833332,29.799997,19.199999,2.0466666,2.675,test
1998,POINT (38.524250959465675 -2.465875454908087),0,25.050001,61.166668,30.166666,19.966667,2.1299999,2.591667,test
1999,POINT (37.47322207704583 -1.899936825912788),0,20.166666,61.833332,25.375,14.950001,1.6716667,2.9833333,test
2000,POINT (34.23928705421556 4.163691341893982),0,25.650002,45.666668,32.466663,18.858334,2.01,2.1666667,test
2001,POINT (40.62630872430535 3.516904337327926),0,24.858332,26.333334,30.308332,19.375,1.9033333,2.5333335,test
2002,POINT (34.88607405878161 -1.33399819691749),0,17.941666,113.166664,23.699999,12.174999,1.4549999,2.3583333,test
2003,POINT (38.92849283731946 -2.465875454908087),0,25.791666,63.25,30.66667,20.933332,2.2316668,2.5416667,test
2004,POINT (40.38376359759308 1.172301445775975),0,28.525002,28.416666,34.00833,23.066666,2.2324998,2.7583334,test
2005,POINT (39.65612821745627 -2.304178703766572),0,26.466667,55.666668,30.916666,22.041666,2.3825,2.583333,test
2006,POINT (36.74558669690902 -2.223330328195816),0,19.9,46.75,25.574999,14.216666,1.5666666,2.9666665,test
2007,POINT (40.46461197316384 0.121272563356135),0,28.491669,28.833334,33.75833,23.225,2.3383334,2.783333,test
2008,POINT (35.69455781448918 1.819088450342031),0,23.083334,43.083332,29.324999,16.841665,1.7691666,2.1166666,test
2009,POINT (41.27309572887141 -1.819088450342031),0,26.383331,71.833336,29.549997,23.258331,2.6500003,3.7666664,test
2010,POINT (35.77540619005994 -0.52551444120992),0,12.408333,97.75,18.275,6.525,1.1208333,2.2749999,test
2011,POINT (40.38376359759308 -1.657391699200518),0,27.291666,50.583332,31.433334,23.125002,2.5341666,2.7083333,test
2012,POINT (41.03055060215914 -1.819088450342031),0,27.16667,69.083336,30.641668,23.683334,2.7233334,3.8500001,test
2013,POINT (38.68594771060719 -3.516904337327926),0,23.833334,63.5,28.983335,18.675,2.1258333,2.8666668,test
2014,POINT (41.1113989777299 3.193510835044898),0,26.625,25.666666,32.30833,20.916666,2.0241668,2.6250002,test
2015,POINT (35.93710294120145 -0.202120938926893),0,17.133333,75.333336,24.516665,9.783334,1.355,2.1333332,test
2016,POINT (38.36255420832416 2.223330328195815),0,26.375,26.5,31.900002,20.849998,2.0333335,2.3416667,test
2017,POINT (35.61370943891843 -1.495694948059003),0,16.833334,74.333336,22.816666,10.833333,1.3291667,2.3833332,test
2018,POINT (37.95831233047038 3.436055961757169),0,24.658333,30.75,30.16667,19.125,1.8658333,2.3083334,test
2019,POINT (38.60509933503643 -0.121272563356135),0,25.775002,33.333332,30.991667,20.566668,2.1249998,2.3333335,test
2020,POINT (34.562680556498584 -1.172301445775975),0,20.625,115.416664,26.474997,14.766666,1.6833334,2.3833334,test
2021,POINT (34.40098380535707 -0.929756319063705),0,21.46667,114.333336,27.308332,15.608334,1.7766665,2.475,test
2022,POINT (39.89867334416854 2.6275722060496),0,26.391668,26.916666,31.508333,21.300001,2.0158334,2.6750002,test
2023,POINT (35.45201268777691 2.950965708332628),0,28.5,20.833334,35.341667,21.683332,2.01,2.2083335,test
2024,POINT (37.14982857476281 -2.6275722060496),0,21.900002,49.75,28.400002,15.383334,1.7675,3.075,test
2025,POINT (34.643528932069344 3.597752712898683),0,26.625,36.166668,33.58333,19.691668,1.9858333,2.3083334,test
2026,POINT (40.949702226588386 -1.253149821346732),0,27.333334,46.166668,31.33333,23.316666,2.533333,2.9166667,test
2027,POINT (37.87746395489962 0.444666065639163),0,22.625,76.833336,29.050001,16.175,1.7258334,2.7166665,test
2028,POINT (36.74558669690902 3.436055961757169),0,27.499998,18.583334,33.774998,21.208334,1.98,2.2,test
2029,POINT (39.57527984188552 2.870117332761871),0,26.125,26.75,31.475,20.783335,1.9866667,2.6000001,test
2030,POINT (35.290315936635395 -0.848907943492948),0,17.891666,100.666664,24.208336,11.558333,1.4283334,2.45,test
2031,POINT (39.73697659302703 -0.444666065639163),0,28.225,30.833334,33.266666,23.141668,2.2833333,2.5666668,test
2032,POINT (35.371164312206155 1.980785201483545),0,24.858332,41.583332,31.183334,18.525,1.9233332,2.225,test
2033,POINT (40.949702226588386 1.738240074771274),0,28.141665,31.5,33.683334,22.6,2.2258332,2.8583336,test
2034,POINT (39.57527984188552 -1.495694948059003),0,26.975,42.166668,31.625,22.291666,2.3641665,2.4,test
2035,POINT (36.74558669690902 -0.28296931449765),0,13.474999,93.666664,19.783335,7.191667,1.1991667,2.15,test
2036,POINT (40.868853851017626 0.606362816780677),0,28.758331,31.666666,34.45834,23.050001,2.3483331,2.875,test
2037,POINT (34.32013542978631 0.121272563356135),0,21.883331,140.16667,27.79167,15.966666,1.83,2.6083333,test
2038,POINT (35.20946756106464 1.091453070205218),0,17.425001,88.75,23.816668,11.058333,1.4241668,2.2833333,test
2039,POINT (37.55407045261659 2.6275722060496),0,27.383333,22.75,33.6,21.175001,2.0441666,2.3499997,test
2040,POINT (39.49443146631476 3.031814083903384),0,25.725,28.583334,31.141665,20.291666,1.9716667,2.6333334,test
2041,POINT (36.907283448050535 0.848907943492947),0,18.083334,63.833332,24.608335,11.566667,1.4916667,2.2749999,test
2042,POINT (37.79661557932886 1.495694948059003),0,25.108335,30.75,31.083336,19.108334,1.9341668,2.4916666,test
2043,POINT (38.443402583894915 -3.759449464040197),0,23.25,57.416668,28.716667,17.800001,2.05,3.0416667,test
2044,POINT (38.60509933503643 -2.304178703766572),0,25.183332,58.583332,29.98333,20.408335,2.1508334,2.591667,test
2045,POINT (38.2817058327534 -2.789268957191115),0,23.474998,61.833332,28.483335,18.441668,2.0333335,2.7,test
2046,POINT (38.92849283731946 -4.406236468606252),0,24.08333,67.083336,28.700003,19.5,2.3266668,2.875,test
2047,POINT (34.23928705421556 4.001994590752467),0,24.966667,44.583332,31.483332,18.483335,1.9499999,2.1666667,test
2048,POINT (40.22206684645157 1.253149821346732),0,28.374998,27.333334,33.641666,23.091667,2.2058334,2.7333336,test
2049,POINT (35.61370943891843 -1.33399819691749),0,18.074999,67.25,24.658333,11.474999,1.395,2.425,test
2050,POINT (36.66473832133826 0.687211192351434),0,17.708334,58.0,25.316666,10.116667,1.4233333,2.0833335,test
2051,POINT (39.00934121289021 -1.899936825912788),0,26.25,53.333332,31.074999,21.433332,2.2450001,2.5666666,test
2052,POINT (35.77540619005994 -0.52551444120992),0,12.408333,97.75,18.275,6.525,1.1208333,2.2749999,test
2053,POINT (37.23067695033356 -0.040424187785379),0,12.291665,111.25,17.666668,6.933333,1.1850001,2.1916666,test
2054,POINT (38.92849283731946 -0.444666065639163),0,25.974998,35.166668,31.158335,20.758333,2.135,2.25,test
2055,POINT (39.171037964031726 -3.840297839610955),0,24.199997,56.333332,28.83333,19.533335,2.319167,2.8999999,test
2056,POINT (39.00934121289021 0.121272563356135),0,26.541664,27.416666,31.908335,21.15,2.1358335,2.4083335,test
2057,POINT (37.87746395489962 0.848907943492947),0,24.141665,37.666668,30.408335,17.883333,1.8699999,2.6833334,test
2058,POINT (37.79661557932886 -2.304178703766572),0,22.283333,49.583332,27.983332,16.583334,1.8475,3.0833337,test
2059,POINT (39.89867334416854 0.687211192351434),0,28.241667,27.333334,33.658333,22.85,2.2225,2.6083333,test
2060,POINT (41.43479248001292 3.355207586186412),0,27.083334,24.916666,32.716667,21.441666,2.0525,2.525,test
2061,POINT (39.413583090744 1.333998196917489),0,27.766665,26.5,33.216663,22.283333,2.1266663,2.5166667,test
2062,POINT (40.70715709987611 -0.52551444120992),0,27.666666,32.666668,32.149998,23.175001,2.4091666,2.7749999,test
2063,POINT (38.03916070604113 1.980785201483545),0,26.408335,27.666666,32.516666,20.291666,2.0258334,2.3166668,test
2064,POINT (36.26049644348448 0.121272563356135),0,17.658335,87.666664,24.991669,10.299999,1.4141666,2.2833333,test
2065,POINT (35.20946756106464 -0.687211192351434),0,17.75,117.5,23.958336,11.541667,1.4233335,2.4083333,test
2066,POINT (40.060370095310056 0.929756319063705),0,28.275,25.833334,33.524998,23.033335,2.2208335,2.6916666,test
2067,POINT (36.179648067913725 -0.687211192351434),0,14.249999,77.5,20.433334,8.033334,1.2358333,2.4833333,test
2068,POINT (36.34134481905524 2.385027079337329),0,25.466667,23.75,32.016666,18.908333,1.8408333,2.2083333,test
2069,POINT (38.524250959465675 2.789268957191114),0,25.816668,26.916666,30.733335,20.908333,1.9699999,2.3833334,test
2070,POINT (35.93710294120145 0.52551444120992),0,23.724997,57.25,30.949999,16.516666,1.7091666,2.4416664,test
2071,POINT (38.8476444617487 -3.112662459474143),0,25.333334,73.833336,30.550003,20.125002,2.2174997,2.5416665,test
2072,POINT (40.54546034873459 -0.444666065639163),0,27.724998,31.5,32.233334,23.216667,2.3808334,2.8166666,test
2073,POINT (39.332734715173245 3.193510835044898),0,25.15,32.166668,30.075003,20.25,1.9291668,2.625,test
2074,POINT (40.54546034873459 3.921146215181711),0,23.925001,26.916666,29.341667,18.5,1.8441664,2.475,test
2075,POINT (40.868853851017626 0.444666065639163),0,28.616669,31.083334,34.05833,23.166666,2.3591669,2.8583333,test
2076,POINT (36.01795131677221 0.121272563356135),0,20.308332,76.5,27.675001,12.933333,1.5324999,2.2999997,test
2077,POINT (35.45201268777691 1.172301445775975),0,11.083333,98.166664,16.75,5.3916664,1.0208334,1.6750001,test
2078,POINT (36.50304157019675 -1.172301445775975),0,20.725,65.5,27.558334,13.900002,1.5291666,2.9166667,test
2079,POINT (34.80522568321086 4.648781595318523),0,27.300003,48.916668,34.725002,19.916666,2.1525,2.0583332,test
2080,POINT (37.79661557932886 1.819088450342031),0,25.866669,28.5,31.933334,19.791666,1.9916667,2.3166668,test
2081,POINT (40.788005475446866 -1.57654332362976),0,27.208336,55.0,30.999998,23.425001,2.5991666,3.1583335,test
2082,POINT (36.34134481905524 -1.010604694634462),0,19.525,65.0,27.266668,11.8166685,1.4758334,2.7749999,test
2083,POINT (35.290315936635395 1.333998196917489),0,19.725,80.0,26.20833,13.224999,1.5533333,2.1166668,test
2084,POINT (40.54546034873459 3.516904337327926),0,25.241667,25.916666,30.641668,19.833334,1.9325,2.575,test
2085,POINT (36.826435072479775 -0.52551444120992),0,14.066667,130.75,19.933332,8.183332,1.2716666,2.5083334,test
2086,POINT (38.8476444617487 -3.43605596175717),0,24.533333,65.083336,29.766668,19.3,2.1866667,2.7250001,test
2087,POINT (39.57527984188552 -2.38502707933733),0,26.366669,57.5,30.883331,21.85,2.3649998,2.5333333,test
2088,POINT (39.73697659302703 -0.28296931449765),0,27.991669,28.833334,32.999996,23.008333,2.2641666,2.5416667,test
2089,POINT (39.81782496859778 0.687211192351434),0,28.058334,26.666666,33.44167,22.666664,2.2050002,2.5833333,test
2090,POINT (38.12000908161189 0.202120938926892),0,23.366669,52.0,28.983332,17.750002,1.9283333,2.5416667,test
2091,POINT (35.20946756106464 1.172301445775975),0,15.683334,106.666664,21.258333,10.133334,1.3033334,2.1416667,test
2092,POINT (38.524250959465675 0.76805956792219),0,25.949999,29.0,31.516665,20.341667,2.0541666,2.8916667,test
2093,POINT (39.00934121289021 -0.768059567922191),0,26.4,41.166668,31.633333,21.166666,2.1816666,2.5083334,test
2094,POINT (37.87746395489962 -2.304178703766572),0,22.541666,49.333332,28.258331,16.85,1.8658332,2.9666665,test
2095,POINT (37.23067695033356 -2.061633577054302),0,20.833332,50.0,26.833334,14.816667,1.6700001,3.0583336,test
2096,POINT (40.46461197316384 0.202120938926892),0,28.583336,29.25,33.975002,23.191668,2.3358333,2.7666667,test
2097,POINT (39.332734715173245 1.091453070205218),0,27.974998,25.166666,33.791668,22.141668,2.1616666,2.3416667,test
2098,POINT (40.868853851017626 0.52551444120992),0,28.749998,32.75,34.433334,23.074999,2.3524997,2.8916667,test
2099,POINT (39.00934121289021 3.193510835044898),0,25.383333,32.25,29.883337,20.900002,1.9483334,2.5666668,test
2100,POINT (39.251886339602486 -1.738240074771274),0,26.558334,49.5,31.400002,21.708334,2.29,2.5083332,test
2101,POINT (36.907283448050535 -0.52551444120992),0,16.333332,122.083336,22.558332,10.099999,1.3841666,2.5583334,test
2102,POINT (38.76679608617795 -0.363817690068406),0,25.875,34.583332,31.308332,20.416666,2.1233332,2.3666666,test
2103,POINT (39.65612821745627 -3.516904337327926),0,24.566666,72.75,28.775002,20.4,2.4208333,3.1833332,test
2104,POINT (39.413583090744 -3.67860108846944),0,24.6,64.0,29.083334,20.15,2.3575,2.7666671,test
2105,POINT (35.77540619005994 -1.091453070205219),0,17.016668,66.0,23.908333,10.125,1.3783334,2.4750001,test
2106,POINT (35.371164312206155 0.202120938926892),0,15.799999,104.25,21.841665,9.725,1.2574998,2.3166668,test
