,geometry,class,tavg,prec,tmax,tmin,vapr,wind,split
0,POINT (34.105675 0.460818),1,22.0,63.0,29.0,15.0,1.0,1.0,train
1,POINT (34.150935 0.450892),1,22.0,57.0,29.0,15.0,1.0,2.0,train
2,POINT (39.4235019 -4.3741836),1,27.0,28.0,31.0,22.0,2.0,2.0,train
3,POINT (36.1867264 -0.2658143),1,16.0,25.0,24.0,7.0,1.0,2.0,train
4,POINT (35.89853636 -0.96993428),1,16.0,62.0,24.0,8.0,1.0,3.0,train
5,POINT (36.0704836 -0.2845506),1,18.0,37.0,26.0,9.0,1.0,2.0,train
6,POINT (36.09 -0.2),1,18.0,35.0,26.0,9.0,1.0,2.0,train
7,POINT (39.720753 -3.903322),1,27.0,58.0,32.0,23.0,2.0,2.0,train
8,POINT (37.235621 -0.5599069),1,21.0,90.0,28.0,14.0,1.0,2.0,train
9,POINT (37.078103 -1.5683764),1,20.0,130.0,25.0,15.0,1.0,3.0,train
10,POINT (34.7535775 0.2846143),1,20.0,283.0,25.0,14.0,1.0,2.0,train
11,POINT (37.0088383 -0.460745),1,18.0,200.0,24.0,13.0,1.0,2.0,train
12,POINT (37.0999733 -1.50781),1,20.0,138.0,25.0,15.0,1.0,2.0,train
13,POINT (36.7825261 -1.8546139),1,20.0,121.0,25.0,15.0,1.0,3.0,train
14,POINT (39.789663 -3.650488),1,25.0,276.0,29.0,22.0,2.0,3.0,train
15,POINT (34.335819 0.552766),1,21.0,246.0,27.0,16.0,2.0,2.0,train
16,POINT (40.006094 -3.276447),1,24.0,237.0,27.0,21.0,2.0,4.0,train
17,POINT (40.122393 -3.129576),1,24.0,318.0,28.0,21.0,2.0,3.0,train
18,POINT (39.766704 -3.900834),1,25.0,255.0,29.0,22.0,2.0,4.0,train
19,POINT (34.28713 0.645349),1,22.0,220.0,27.0,17.0,2.0,1.0,train
20,POINT (34.36764 0.602632),1,22.0,242.0,27.0,16.0,2.0,1.0,train
21,POINT (34.235507 0.465357),1,22.0,259.0,27.0,16.0,2.0,2.0,train
22,POINT (34.220922 0.539806),1,21.0,233.0,26.0,16.0,1.0,2.0,train
23,POINT (40.047128 -3.266117),1,24.0,276.0,28.0,21.0,2.0,3.0,train
24,POINT (34.330169 0.629064),1,22.0,244.0,27.0,16.0,2.0,2.0,train
25,POINT (34.352027 0.452256),1,22.0,265.0,27.0,16.0,2.0,2.0,train
26,POINT (40.00566 -3.332285),1,25.0,231.0,28.0,21.0,2.0,4.0,train
27,POINT (34.308392 0.684313),1,22.0,228.0,27.0,16.0,2.0,2.0,train
28,POINT (39.867073 -3.581976),1,25.0,245.0,29.0,22.0,2.0,3.0,train
29,POINT (34.456389 0.510477),1,21.0,251.0,26.0,16.0,1.0,2.0,train
30,POINT (34.404323 0.752063),1,21.0,222.0,26.0,16.0,1.0,2.0,train
31,POINT (37.068166 -0.248928),1,16.0,108.0,22.0,10.0,1.0,1.0,train
32,POINT (38.00522 -1.370085),1,21.0,48.0,25.0,17.0,1.0,2.0,train
33,POINT (34.7689 0.93371),1,16.0,149.0,21.0,10.0,1.0,1.0,train
34,POINT (37.32643 -0.57318),1,20.0,160.0,25.0,15.0,1.0,2.0,train
35,POINT (37.4541 -0.5365),1,20.0,160.0,24.0,15.0,1.0,2.0,train
36,POINT (37.46408 -0.47389),1,18.0,253.0,23.0,13.0,1.0,2.0,train
37,POINT (36.1651 -0.176445),1,16.0,153.0,22.0,9.0,1.0,1.0,train
38,POINT (37.4569 -0.41337),1,18.0,303.0,22.0,13.0,1.0,2.0,train
39,POINT (37.05557279 -0.53427365),1,18.0,256.0,23.0,13.0,1.0,2.0,train
40,POINT (36.2225 -0.115301),1,14.0,163.0,19.0,8.0,1.0,2.0,train
41,POINT (36.105 -0.15732),1,17.0,133.0,24.0,11.0,1.0,1.0,train
42,POINT (36.23458 -0.25462),1,15.0,148.0,21.0,9.0,1.0,1.0,train
43,POINT (34.3280867 -1.1125095),1,21.0,161.0,26.0,16.0,1.0,2.0,train
44,POINT (34.8377534 0.9366649),1,18.0,172.0,23.0,12.0,1.0,1.0,train
45,POINT (34.2749779 -0.0978012),1,21.0,164.0,27.0,16.0,2.0,2.0,train
46,POINT (37.5884336 -2.894053569),1,19.0,95.0,24.0,15.0,1.0,2.0,train
47,POINT (34.9622034 0.9743511),1,18.0,161.0,24.0,12.0,1.0,1.0,train
48,POINT (35.0087176 0.6314635),1,18.0,156.0,24.0,12.0,1.0,1.0,train
49,POINT (34.9880713 1.0186541),1,18.0,159.0,24.0,12.0,1.0,1.0,train
50,POINT (36.1189362 -0.2925258),1,17.0,102.0,24.0,11.0,1.0,2.0,train
51,POINT (34.87029 0.99319),1,18.0,166.0,24.0,12.0,1.0,1.0,train
52,POINT (35.61245 0.95475),1,22.0,109.0,29.0,16.0,1.0,1.0,train
53,POINT (34.386351 0.565253),1,21.0,134.0,27.0,15.0,1.0,1.0,train
54,POINT (34.7866426 1.0968928),1,16.0,111.0,22.0,11.0,1.0,1.0,train
55,POINT (37.2611855 -1.5315163),1,17.0,7.0,22.0,12.0,1.0,2.0,train
56,POINT (36.11021 -0.25034),1,16.0,71.0,22.0,9.0,1.0,1.0,train
57,POINT (37.6842283 -3.039685),1,19.0,18.0,24.0,14.0,1.0,2.0,train
58,POINT (35.86498 -0.928184),1,14.0,62.0,19.0,8.0,1.0,2.0,train
59,POINT (35.66428712 -0.854850796),1,14.0,73.0,20.0,9.0,1.0,2.0,train
60,POINT (35.5881825 1.0551177),1,16.0,83.0,21.0,10.0,1.0,2.0,train
61,POINT (35.0520498 0.630612),1,17.0,140.0,23.0,11.0,1.0,1.0,train
62,POINT (34.175648 0.554142),1,21.0,90.0,27.0,16.0,1.0,2.0,train
63,POINT (40.011545 -3.225757),1,22.0,82.0,25.0,19.0,2.0,3.0,train
64,POINT (34.8487923 1.083059),1,17.0,140.0,22.0,11.0,1.0,1.0,train
65,POINT (40.093899 -3.214996),1,22.0,97.0,25.0,19.0,2.0,4.0,train
66,POINT (34.20655 0.582841),1,21.0,90.0,26.0,16.0,1.0,2.0,train
67,POINT (35.4120133 0.7948652),1,15.0,121.0,21.0,10.0,1.0,2.0,train
68,POINT (34.8284382 1.1295951),1,16.0,147.0,22.0,11.0,1.0,1.0,train
69,POINT (37.6343055 -1.8444747),1,19.0,1.0,24.0,14.0,1.0,2.0,train
70,POINT (34.9971321 0.8166174),1,17.0,156.0,23.0,12.0,1.0,2.0,train
71,POINT (37.48089637 -1.408468098),1,18.0,1.0,23.0,13.0,1.0,2.0,train
72,POINT (37.5034388 -2.9300924),1,15.0,11.0,20.0,10.0,1.0,2.0,train
73,POINT (37.7230122 -3.0726432),1,19.0,12.0,24.0,13.0,1.0,2.0,train
74,POINT (34.266297 0.422932),1,21.0,136.0,27.0,15.0,1.0,2.0,train
75,POINT (37.5872072 -1.8708834),1,19.0,3.0,24.0,14.0,1.0,2.0,train
76,POINT (37.747555 -1.8041),1,20.0,3.0,25.0,15.0,1.0,3.0,train
77,POINT (34.288866 0.499269),1,21.0,128.0,27.0,15.0,1.0,2.0,train
78,POINT (34.138156 0.504638),1,22.0,127.0,28.0,16.0,1.0,2.0,train
79,POINT (34.261607 0.551105),1,21.0,133.0,27.0,15.0,1.0,2.0,train
80,POINT (37.755668 0.055943),1,21.0,12.0,27.0,14.0,1.0,2.0,train
81,POINT (36.997 -0.56745),1,16.0,44.0,22.0,10.0,1.0,2.0,train
82,POINT (37.62601476 -2.998274871),1,19.0,19.0,26.0,12.0,1.0,2.0,train
83,POINT (34.350563 0.697794),1,21.0,145.0,27.0,15.0,1.0,2.0,train
84,POINT (34.204908 0.496708),1,22.0,156.0,28.0,16.0,1.0,2.0,train
85,POINT (35.383911 1.563338),1,19.0,60.0,25.0,12.0,1.0,2.0,train
86,POINT (36.8757767 1.176886),1,19.0,49.0,26.0,13.0,1.0,2.0,train
87,POINT (34.526702 -0.9189462),1,20.0,130.0,26.0,14.0,1.0,2.0,train
88,POINT (35.745971 0.075945),1,17.0,96.0,23.0,10.0,1.0,2.0,train
89,POINT (35.470147 0.791689),1,16.0,103.0,22.0,10.0,1.0,2.0,train
90,POINT (37.2979112 -1.4706062),1,17.0,272.0,22.0,12.0,1.0,2.0,train
91,POINT (37.44187 -1.32801),1,21.0,191.0,26.0,16.0,1.0,2.0,train
92,POINT (37.405589 -0.5527545),1,20.0,231.0,25.0,15.0,1.0,2.0,train
93,POINT (37.3327941 -1.4047617),1,20.0,173.0,25.0,15.0,1.0,2.0,train
94,POINT (37.2440674 -1.4391589),1,18.0,197.0,24.0,13.0,1.0,2.0,train
95,POINT (37.4596359 -1.2350989),1,21.0,192.0,27.0,16.0,1.0,2.0,train
96,POINT (37.1616338 -1.5344537),1,19.0,137.0,24.0,13.0,1.0,2.0,train
97,POINT (39.3554756 -4.3881297),1,26.0,113.0,30.0,22.0,2.0,2.0,train
98,POINT (35.6008312 -0.9982082),1,16.0,86.0,23.0,9.0,1.0,2.0,train
99,POINT (34.415491 0.602451),1,22.0,81.0,28.0,15.0,1.0,2.0,train
100,POINT (34.8147082 0.07726249),1,19.0,111.0,26.0,13.0,1.0,2.0,train
101,POINT (37.2547153 -1.3774947),1,19.0,89.0,24.0,14.0,1.0,2.0,train
102,POINT (37.4149686 -0.4487697),1,17.0,90.0,23.0,11.0,1.0,2.0,train
103,POINT (37.6488487 -0.6801384),1,20.0,94.0,26.0,15.0,1.0,3.0,train
104,POINT (35.0534424 0.8097101),1,18.0,38.0,25.0,11.0,1.0,2.0,train
105,POINT (38.36255420832416 -3.43605596175717),0,20.341665267944336,87.16666412353516,25.19999885559082,15.458332061767578,1.8241666555404663,2.8500001430511475,train
106,POINT (37.14982857476281 1.57654332362976),0,23.025001525878906,33.58333206176758,28.958335876464844,17.058332443237305,1.8091667890548706,2.7749998569488525,train
107,POINT (37.79661557932886 -1.819088450342031),0,22.183334350585938,58.16666793823242,27.741666793823242,16.625,1.7991666793823242,3.008333206176758,train
108,POINT (38.76679608617795 -1.738240074771274),0,25.758331298828125,54.41666793823242,30.516664505004883,21.008331298828125,2.181666612625122,2.633333444595337,train
109,POINT (36.907283448050535 1.010604694634461),0,18.941665649414062,69.25,24.933332443237305,12.983333587646484,1.590833306312561,2.4083335399627686,train
110,POINT (35.12861918549388 -0.52551444120992),0,18.34166717529297,131.0833282470703,24.54166603088379,12.133334159851074,1.470833420753479,2.241666793823242,train
111,POINT (35.53286106334767 1.253149821346732),0,10.691666603088379,93.08333587646484,16.116666793823242,5.2833333015441895,1.0083333253860474,1.6083332300186157,train
112,POINT (37.55407045261659 0.040424187785378),0,15.52500057220459,133.5,21.266666412353516,9.791666984558105,1.3600000143051147,2.424999952316284,train
113,POINT (38.8476444617487 -0.687211192351434),0,25.541664123535156,42.66666793823242,30.616666793823242,20.441667556762695,2.122499942779541,2.491666793823242,train
114,POINT (40.949702226588386 3.112662459474142),0,26.808334350585938,25.91666603088379,32.47500228881836,21.124998092651367,2.0466666221618652,2.7916667461395264,train
115,POINT (38.60509933503643 -0.040424187785379),0,26.10833168029785,30.08333396911621,31.17500114440918,21.0,2.1525001525878906,2.4583332538604736,train
116,POINT (35.77540619005994 1.333998196917489),0,23.08333396911621,50.25,29.93333625793457,16.224998474121094,1.7933334112167358,2.633333444595337,train
117,POINT (35.20946756106464 -1.414846572488247),0,19.841665267944336,78.83333587646484,26.274999618530273,13.408333778381348,1.5500000715255737,2.6500000953674316,train
118,POINT (40.22206684645157 3.921146215181711),0,23.925003051757812,28.0,29.08333396911621,18.774999618530273,1.84499990940094,2.633333206176758,train
119,POINT (40.70715709987611 -1.657391699200518),0,27.18333625793457,57.91666793823242,30.875,23.491668701171875,2.612499952316284,3.200000047683716,train
120,POINT (35.290315936635395 3.840297839610954),0,28.008337020874023,26.41666603088379,35.083335876464844,20.933332443237305,2.0375001430511475,2.325000047683716,train
121,POINT (34.80522568321086 3.274359210615655),0,24.941665649414062,38.0,31.133333206176758,18.766664505004883,1.8308333158493042,2.200000047683716,train
122,POINT (38.2817058327534 -3.43605596175717),0,20.66666603088379,79.66666412353516,25.84166717529297,15.516666412353516,1.8391667604446411,2.8916666507720947,train
123,POINT (37.31152532590432 -1.57654332362976),0,19.750001907348633,55.66666793823242,25.40833282470703,14.083333015441895,1.6091667413711548,3.0,train
124,POINT (39.332734715173245 0.687211192351434),0,27.67500114440918,25.5,33.30833435058594,22.058332443237305,2.180000066757202,2.383333444595337,train
125,POINT (40.70715709987611 -1.819088450342031),0,27.200002670288086,65.0,30.816667556762695,23.566667556762695,2.6666667461395264,3.508333444595337,train
126,POINT (35.12861918549388 3.840297839610954),0,27.433332443237305,29.0,34.19999694824219,20.69166374206543,2.0174999237060547,2.325000047683716,train
127,POINT (38.36255420832416 -3.193510835044899),0,23.0,65.16666412353516,28.19999885559082,17.76666831970215,2.007499933242798,2.5833332538604736,train
128,POINT (36.988131823621295 -1.738240074771274),0,19.2833309173584,41.91666793823242,25.366666793823242,13.216666221618652,1.5408333539962769,2.950000047683716,train
129,POINT (36.58388994576751 -1.657391699200518),0,21.116666793823242,47.66666793823242,27.350000381469727,14.88333511352539,1.5916666984558105,3.0916669368743896,train
130,POINT (35.53286106334767 1.333998196917489),0,15.283332824707031,88.66666412353516,20.975000381469727,9.566665649414062,1.2699999809265137,2.2749998569488525,train
131,POINT (39.81782496859778 1.172301445775975),0,28.316665649414062,26.5,33.97500228881836,22.616666793823242,2.174166440963745,2.6083333492279053,train
132,POINT (39.57527984188552 -3.840297839610955),0,25.03333282470703,93.83333587646484,29.274999618530273,20.766666412353516,2.4516665935516357,2.933333158493042,train
133,POINT (40.141218470880816 0.606362816780677),0,28.325002670288086,27.66666603088379,33.68333053588867,22.94167137145996,2.245833396911621,2.7333333492279053,train
134,POINT (38.20085745718265 -3.355207586186413),0,21.641664505004883,57.83333206176758,27.03333282470703,16.241666793823242,1.8866666555404663,2.691666841506958,train
135,POINT (36.34134481905524 -1.57654332362976),0,23.850000381469727,38.33333206176758,30.000001907348633,17.71666717529297,1.81083345413208,3.008333444595337,train
136,POINT (34.562680556498584 0.929756319063705),0,14.483333587646484,138.75,19.474998474121094,9.483333587646484,1.2616666555404663,1.8666666746139526,train
137,POINT (34.80522568321086 0.282969314497649),0,20.05000114440918,159.3333282470703,26.166664123535156,13.916667938232422,1.652500033378601,2.316666603088379,train
138,POINT (35.04777080992313 -1.495694948059003),0,20.10833168029785,84.66666412353516,26.46666717529297,13.733332633972168,1.5933332443237305,2.6000001430511475,train
139,POINT (38.68594771060719 3.031814083903384),0,25.974998474121094,29.41666603088379,31.258333206176758,20.71666717529297,1.971666693687439,2.4583332538604736,train
140,POINT (35.04777080992313 1.657391699200517),0,21.566665649414062,70.08333587646484,27.875,15.291665077209473,1.7424999475479126,2.2916667461395264,train
141,POINT (35.04777080992313 4.567933219747766),0,27.541664123535156,46.25,34.96666717529297,20.09166717529297,2.1424996852874756,2.0083329677581787,train
142,POINT (38.524250959465675 3.355207586186412),0,25.416669845581055,32.16666793823242,30.916669845581055,19.908334732055664,1.9299999475479126,2.4833333492279053,train
143,POINT (36.58388994576751 -0.848907943492948),0,12.499999046325684,117.16666412353516,18.566665649414062,6.4083333015441895,1.159166693687439,2.0416667461395264,train
144,POINT (36.26049644348448 0.52551444120992),0,19.875,74.91666412353516,26.808334350585938,12.949999809265137,1.5199999809265137,2.3583333492279053,train
145,POINT (38.68594771060719 -1.738240074771274),0,25.641664505004883,53.33333206176758,30.45833396911621,20.79166603088379,2.1608333587646484,2.6500000953674316,train
146,POINT (40.868853851017626 3.193510835044898),0,26.558332443237305,25.75,32.10000228881836,21.016666412353516,2.0249998569488525,2.866666793823242,train
147,POINT (38.68594771060719 -2.870117332761871),0,24.83333396911621,81.83333587646484,30.033334732055664,19.666664123535156,2.1524999141693115,2.5916669368743896,train
148,POINT (40.46461197316384 -1.172301445775975),0,27.524999618530273,38.41666793823242,31.966665267944336,23.066667556762695,2.4825000762939453,2.6500000953674316,train
149,POINT (40.22206684645157 3.67860108846944),0,25.0333309173584,26.16666603088379,30.358335494995117,19.69999885559082,1.9208332300186157,2.6583335399627686,train
150,POINT (39.81782496859778 -2.061633577054302),0,26.96666717529297,53.08333206176758,31.34166717529297,22.591665267944336,2.435833215713501,2.450000047683716,train
151,POINT (38.524250959465675 0.040424187785378),0,25.725000381469727,32.58333206176758,31.116668701171875,20.33333396911621,2.1058332920074463,2.441666603088379,train
152,POINT (34.80522568321086 0.040424187785378),0,20.358333587646484,147.9166717529297,26.32499885559082,14.40000057220459,1.6491667032241821,2.4166665077209473,train
153,POINT (40.54546034873459 3.112662459474142),0,26.091665267944336,27.25,31.558334350585938,20.608333587646484,1.9816666841506958,2.8500001430511475,train
154,POINT (35.04777080992313 1.495694948059003),0,21.783334732055664,75.0,28.375001907348633,15.216666221618652,1.7483333349227905,2.4250001907348633,train
155,POINT (37.87746395489962 2.142481952625058),0,23.04166603088379,33.66666793823242,28.28333282470703,17.79166603088379,1.7975000143051147,2.2833333015441895,train
156,POINT (38.8476444617487 -3.759449464040197),0,23.94999885559082,58.16666793823242,28.850000381469727,19.058334350585938,2.191666603088379,2.825000047683716,train
157,POINT (36.74558669690902 2.142481952625058),0,20.958332061767578,36.66666793823242,27.083335876464844,14.808334350585938,1.5941667556762695,2.0166666507720947,train
158,POINT (39.57527984188552 1.172301445775975),0,27.683334350585938,26.08333396911621,33.17499923706055,22.20833396911621,2.12250018119812,2.6083335876464844,train
159,POINT (38.36255420832416 1.819088450342031),0,26.75,27.16666603088379,32.63333511352539,20.875001907348633,2.055833578109741,2.1666667461395264,train
160,POINT (39.73697659302703 -1.980785201483545),0,26.941667556762695,51.0,31.333335876464844,22.549997329711914,2.4141666889190674,2.4083333015441895,train
161,POINT (38.68594771060719 -2.789268957191115),0,25.008333206176758,77.66666412353516,30.116668701171875,19.850000381469727,2.1591665744781494,2.566666841506958,train
162,POINT (39.65612821745627 -3.759449464040197),0,24.625,89.0,28.600000381469727,20.64166831970215,2.4174997806549072,2.8333332538604736,train
163,POINT (37.55407045261659 0.202120938926892),0,19.375001907348633,108.83333587646484,26.108335494995117,12.658332824707031,1.5383334159851074,2.866666793823242,train
164,POINT (41.03055060215914 -1.33399819691749),0,27.05000114440918,50.08333206176758,30.858335494995117,23.274999618530273,2.559166669845581,2.799999952316284,train
165,POINT (37.39237370147508 -0.202120938926893),0,10.25,130.1666717529297,15.625,4.8666672706604,1.1008332967758179,1.9583333730697632,train
166,POINT (38.2817058327534 0.444666065639163),0,24.20833396911621,42.0,30.08333396911621,18.30000114440918,1.9433331489562988,2.5916666984558105,train
167,POINT (36.42219319462599 -0.363817690068406),0,14.916667938232422,65.83333587646484,22.19999885559082,7.6583333015441895,1.2558332681655884,2.0999999046325684,train
168,POINT (35.12861918549388 3.840297839610954),0,27.433332443237305,29.0,34.19999694824219,20.69166374206543,2.0174999237060547,2.325000047683716,train
169,POINT (35.53286106334767 2.950965708332628),0,28.524999618530273,22.5,35.4666633605957,21.600000381469727,1.9916667938232422,2.316666841506958,train
170,POINT (38.36255420832416 2.465875454908086),0,25.90833282470703,27.16666603088379,31.32499885559082,20.48333168029785,1.9866667985916138,2.441666603088379,train
171,POINT (39.73697659302703 1.253149821346732),0,28.1583309173584,26.83333396911621,33.7166633605957,22.616666793823242,2.1558332443237305,2.575000047683716,train
172,POINT (37.55407045261659 -0.848907943492948),0,21.79166603088379,62.58333206176758,27.566667556762695,16.058334350585938,1.7566667795181274,2.991666555404663,train
173,POINT (38.68594771060719 -2.950965708332628),0,24.908334732055664,83.91666412353516,30.249998092651367,19.59166717529297,2.1608333587646484,2.5333335399627686,train
174,POINT (34.88607405878161 0.121272563356135),0,19.30000114440918,165.3333282470703,25.20833396911621,13.358333587646484,1.5441665649414062,2.5333335399627686,train
175,POINT (38.12000908161189 -2.465875454908087),0,23.633333206176758,51.66666793823242,29.308332443237305,17.9083309173584,1.962499976158142,2.758333206176758,train
176,POINT (40.141218470880816 -2.38502707933733),0,26.91666603088379,67.0,30.79166603088379,23.016664505004883,2.555833339691162,2.9666669368743896,train
177,POINT (38.92849283731946 0.040424187785378),0,27.01666831970215,25.83333396911621,32.42499923706055,21.558332443237305,2.183333158493042,2.4166667461395264,train
178,POINT (41.353944104442164 -1.414846572488247),0,26.933332443237305,52.75,30.44999885559082,23.450002670288086,2.6600000858306885,3.250000238418579,train
179,POINT (34.562680556498584 -1.010604694634462),0,20.566667556762695,118.33333587646484,26.383331298828125,14.74166488647461,1.68916654586792,2.491666555404663,train
180,POINT (34.481832180927825 0.52551444120992),0,21.45833396911621,136.0833282470703,27.54166603088379,15.374999046325684,1.782500147819519,2.2749998569488525,train
181,POINT (40.788005475446866 -1.010604694634462),0,27.44166374206543,38.0,31.683334350585938,23.20833396911621,2.4666669368743896,2.8916666507720947,train
182,POINT (34.562680556498584 0.202120938926892),0,21.350000381469727,153.6666717529297,27.341665267944336,15.333332061767578,1.7524999380111694,2.5416667461395264,train
183,POINT (36.66473832133826 0.363817690068406),0,18.01666831970215,59.5,25.924997329711914,10.100000381469727,1.4208332300186157,2.3249998092651367,train
184,POINT (35.53286106334767 0.040424187785378),0,13.308334350585938,110.5,19.049999237060547,7.5749993324279785,1.1133333444595337,2.075000047683716,train
185,POINT (36.826435072479775 2.385027079337329),0,24.474998474121094,22.5,30.633331298828125,18.316665649414062,1.8108333349227905,2.3916666507720947,train
186,POINT (34.23928705421556 0.606362816780677),0,22.525001525878906,127.0,28.500001907348633,16.558334350585938,1.9175000190734863,2.491666793823242,train
187,POINT (37.14982857476281 2.870117332761871),0,25.974998474121094,20.41666603088379,31.708335876464844,20.216665267944336,1.9116665124893188,2.2666666507720947,train
188,POINT (37.634918828187345 -2.6275722060496),0,22.05000114440918,56.58333206176758,28.41666603088379,15.674999237060547,1.8091667890548706,2.9750001430511475,train
189,POINT (39.00934121289021 -2.465875454908087),0,25.941665649414062,63.25,30.808332443237305,21.05000114440918,2.246666669845581,2.575000047683716,train
190,POINT (35.85625456563069 3.193510835044898),0,29.316667556762695,17.41666603088379,36.150001525878906,22.475000381469727,2.0350000858306885,2.441666603088379,train
191,POINT (41.03055060215914 -1.57654332362976),0,27.066665649414062,58.75,30.683334350585938,23.474998474121094,2.634166717529297,3.133333206176758,train
192,POINT (36.01795131677221 -1.091453070205219),0,17.200002670288086,62.41666793823242,23.891664505004883,10.541666984558105,1.3641666173934937,2.7250001430511475,train
193,POINT (37.95831233047038 -3.67860108846944),0,23.14166831970215,52.58333206176758,28.766664505004883,17.466665267944336,1.9708331823349,2.9166667461395264,train
194,POINT (39.171037964031726 -2.546723830478843),0,26.10833168029785,63.66666793823242,31.058332443237305,21.174999237060547,2.2799999713897705,2.4583332538604736,train
195,POINT (39.49443146631476 -1.414846572488247),0,27.083335876464844,42.58333206176758,32.099998474121094,22.049997329711914,2.3366668224334717,2.424999952316284,train
196,POINT (35.04777080992313 -1.414846572488247),0,20.125001907348633,86.33333587646484,26.450002670288086,13.800000190734863,1.5941667556762695,2.6583335399627686,train
197,POINT (39.57527984188552 2.950965708332628),0,26.024999618530273,28.0,31.533334732055664,20.54166603088379,1.9783331155776978,2.758333444595337,train
198,POINT (34.88607405878161 0.929756319063705),0,18.633333206176758,101.91666412353516,25.258331298828125,12.024998664855957,1.5233334302902222,2.008333444595337,train
199,POINT (35.20946756106464 -0.121272563356135),0,21.67500114440918,108.41666412353516,28.183334350585938,15.183334350585938,1.660000205039978,2.299999952316284,train
200,POINT (38.524250959465675 2.142481952625058),0,26.799997329711914,25.75,32.59166717529297,21.000001907348633,2.059166669845581,2.3333332538604736,train
201,POINT (39.65612821745627 -2.950965708332628),0,25.466665267944336,63.0,29.508333206176758,21.441665649414062,2.382499933242798,2.616666555404663,train
202,POINT (35.45201268777691 0.848907943492947),0,16.658334732055664,86.16666412353516,23.116666793823242,10.199999809265137,1.347499966621399,2.2750000953674316,train
203,POINT (34.7243773076401 3.031814083903384),0,24.67500114440918,42.0,30.98333168029785,18.366666793823242,1.8524999618530273,2.2666666507720947,train
204,POINT (35.12861918549388 2.465875454908086),0,21.0333309173584,52.0,26.658334732055664,15.408333778381348,1.6008334159851074,2.0166666507720947,train
205,POINT (35.20946756106464 3.516904337327926),0,27.491666793823242,27.5,34.29999923706055,20.674999237060547,1.9699997901916504,2.308333158493042,train
206,POINT (36.74558669690902 -0.848907943492948),0,13.825000762939453,140.25,19.34166717529297,8.333333015441895,1.2708333730697632,2.5,train
207,POINT (39.00934121289021 -4.24453971746474),0,24.558332443237305,62.41666793823242,29.225000381469727,19.92500114440918,2.382499933242798,2.7333335876464844,train
208,POINT (37.14982857476281 -0.444666065639163),0,17.333332061767578,121.25,23.183334350585938,11.5,1.4450000524520874,2.308333396911621,train
209,POINT (40.30291522202233 1.738240074771274),0,28.2166690826416,29.08333396911621,33.541664123535156,22.866666793823242,2.1608333587646484,2.883333206176758,train
210,POINT (39.979521719739296 2.385027079337329),0,27.04166603088379,27.5,32.3416633605957,21.73333168029785,2.0466668605804443,2.7916667461395264,train
211,POINT (35.45201268777691 0.848907943492947),0,16.658334732055664,86.16666412353516,23.116666793823242,10.199999809265137,1.347499966621399,2.2750000953674316,train
212,POINT (34.32013542978631 -0.202120938926893),0,22.75,87.66666412353516,28.691665649414062,16.84166717529297,1.8908333778381348,2.4750001430511475,train
213,POINT (35.371164312206155 -0.121272563356135),0,17.20833396911621,122.91666412353516,22.924997329711914,11.47499942779541,1.3241666555404663,2.375000238418579,train
214,POINT (35.53286106334767 -1.010604694634462),0,16.941667556762695,81.25,23.70833396911621,10.183332443237305,1.3666666746139526,2.3416664600372314,train
215,POINT (37.14982857476281 -1.33399819691749),0,19.983335494995117,53.75,26.09166717529297,13.916667938232422,1.5766667127609253,2.9166669845581055,train
216,POINT (38.68594771060719 0.363817690068406),0,25.399999618530273,34.83333206176758,31.14166831970215,19.641666412353516,2.0399999618530273,2.3333334922790527,train
217,POINT (40.868853851017626 1.333998196917489),0,28.500001907348633,31.58333396911621,34.06666564941406,22.933334350585938,2.2708332538604736,2.816666603088379,train
218,POINT (36.66473832133826 -0.768059567922191),0,12.658333778381348,115.91666412353516,18.499998092651367,6.816667079925537,1.2066668272018433,2.4166667461395264,train
219,POINT (39.251886339602486 -0.444666065639163),0,26.991666793823242,32.16666793823242,32.166664123535156,21.816667556762695,2.197499990463257,2.383333206176758,train
220,POINT (35.20946756106464 4.487084844177009),0,25.03333282470703,48.33333206176758,31.433332443237305,18.591665267944336,1.8833332061767578,2.183333396911621,train
221,POINT (35.53286106334767 2.142481952625058),0,25.70833396911621,37.58333206176758,32.650001525878906,18.716665267944336,1.9158334732055664,2.3500001430511475,train
222,POINT (38.443402583894915 -4.082842966323225),0,22.933334350585938,58.66666793823242,28.333335876464844,17.558332443237305,2.056666612625122,2.950000047683716,train
223,POINT (37.06898019919205 1.819088450342031),0,18.308332443237305,50.25,23.633333206176758,12.97499942779541,1.5033334493637085,2.3416666984558105,train
224,POINT (34.96692243435237 -0.929756319063705),0,18.558332443237305,129.4166717529297,24.66666603088379,12.416666984558105,1.4833332300186157,2.4583332538604736,train
225,POINT (37.715767203758105 -2.708420581620357),0,22.300003051757812,55.75,28.725000381469727,15.874999046325684,1.8375000953674316,2.9250001907348633,train
226,POINT (36.74558669690902 0.040424187785378),0,16.625,58.66666793823242,24.183334350585938,9.058333396911621,1.3741666078567505,2.6416666507720947,train
227,POINT (40.788005475446866 -0.768059567922191),0,27.43332862854004,36.25,31.691667556762695,23.183332443237305,2.4375,2.866666793823242,train
228,POINT (36.988131823621295 -2.061633577054302),0,18.67500114440918,50.08333206176758,24.174997329711914,13.158333778381348,1.5175000429153442,2.9583332538604736,train
